VIEW_SCHEMA,VIEW_NAME,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Response_09
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Response 09 Value
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Required Response 09 Adjustment
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Response_10
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Response 10 Value
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Response_11
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Response 11 Value
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,Required Response 11 Adjustment
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,SysStartTime
Forms,CDP_PPR_Assessment_Response_Summary_Review_History,Forms,CDP_PPR_Assessment_Response_Mod_Review_History_View,SysEndTime
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_amountexgst
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_description
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_fundingsource
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_fundingtypename
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_name
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_opportunityid
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_opportunityidname
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,pmc_opportunityothercontributionid
FUSION,Opportunity Other Contribution,FUSION,pmc_opportunityothercontribution,statuscodename
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,EFFECTIVE_START_DATE
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,EFFECTIVE_END_DATE
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,RATE_HIST_SEQ_NUM
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,RATE_CD
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,NIL_RATE_REASON_CD
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,NIL_RATE_START_DT
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,RATE_END_DATE
ESS,CDP Income Support Payment Rate,ESS,vJS_RATE_HIST_Prior_July_2018,FK_JCD_JSKR_ID
ACARA,Naplan Result,ACARA,NaplanResult,ID
ACARA,Naplan Result,ACARA,NaplanResult,Calendar Year
ACARA,Naplan Result,ACARA,NaplanResult,ACARA_SML_ID
ACARA,Naplan Result,ACARA,NaplanResult,Domain
ACARA,Naplan Result,ACARA,NaplanResult,Student Grade Level
ACARA,Naplan Result,ACARA,NaplanResult,School Average NAPLAN Score
ACARA,Naplan Result,ACARA,NaplanResult,Student Count
ACARA,Naplan Result,ACARA,NaplanResult,School Average Margin Lower
ACARA,Naplan Result,ACARA,NaplanResult,School Average Margin Upper
ACARA,Naplan Result,ACARA,NaplanResult,Band 1 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 2 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 3 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 4 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 5 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 6 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 7 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 8 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 9 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 10 Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Band 1 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 2 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 3 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 4 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 5 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 6 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 7 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 8 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 9 Count
ACARA,Naplan Result,ACARA,NaplanResult,Band 10 Count
ACARA,Naplan Result,ACARA,NaplanResult,Participation Rate
ACARA,Naplan Result,ACARA,NaplanResult,Assessed Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Exempt Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Absent Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Withdrawn Percentage
ACARA,Naplan Result,ACARA,NaplanResult,Participation Count
ACARA,Naplan Result,ACARA,NaplanResult,Assessed Count
ACARA,Naplan Result,ACARA,NaplanResult,Exempt Count
ACARA,Naplan Result,ACARA,NaplanResult,Absent Count
ACARA,Naplan Result,ACARA,NaplanResult,Withdrawn Count
ACARA,Naplan Result,ACARA,NaplanResult,National Average NAPLAN Score
ACARA,Naplan Result,ACARA,NaplanResult,Colour Comparison to National Average
ACARA,Naplan Result,ACARA,NaplanResult,Comparison to National Average Description
ACARA,Naplan Result,ACARA,NaplanResult,Similar Schools Average NAPLAN Score
ACARA,Naplan Result,ACARA,NaplanResult,Colour Comparison to Similar Schools Average
ACARA,Naplan Result,ACARA,NaplanResult,Comparison to Similar Schools Average Description
GPS,Grant Activity Missing Milestone Derived History,GPS,Grant Activity Missing Milestone,Milestone Id
GPS,Grant Activity Missing Milestone Derived History,GPS,Grant Activity Missing Milestone,Activity Id
GPS,Grant Activity Missing Milestone Derived History,GPS,Grant Activity Missing Milestone,Milestone Expected Due Date
GPS,Grant Activity Missing Milestone Derived History,GPS,Grant Activity Missing Milestone,Milestone Completion Date
CRM,Contact Metatag,CRM,contact,contactid
CRM,Contacts,CRM,contact,contactid
CRM,Public Enquiry,CRM,contact,contactid
CRM,Contacts,CRM,contact,address1_composite
CRM,Contacts,CRM,contact,address2_composite
CRM,Contacts,CRM,contact,emailaddress1
CRM,Contacts,CRM,contact,emailaddress2
CRM,Contacts,CRM,contact,emailaddress3
CRM,Contacts,CRM,contact,firstname
CRM,Contacts,CRM,contact,fullname
CRM,Public Enquiry,CRM,contact,fullname
CRM,Contacts,CRM,contact,jobtitle
CRM,Contacts,CRM,contact,lastname
CRM,Contacts,CRM,contact,mobilephone
CRM,Contacts,CRM,contact,parentcustomerid
CRM,Contacts,CRM,contact,pmc_alternativenames
CRM,Contacts,CRM,contact,pmc_biography
CRM,Contacts,CRM,contact,pmc_collectionmethod
CRM,Contacts,CRM,contact,pmc_collectionnoticeprovidedname
CRM,Contacts,CRM,contact,pmc_metatags
CRM,Contact Metatag,CRM,contact,pmc_metatags
CRM,Contacts,CRM,contact,pmc_notes
CRM,Contacts,CRM,contact,pmc_specializedsubjectareas
CRM,Contacts,CRM,contact,pmc_stakeholderinvolvement
CRM,Contacts,CRM,contact,pmc_stakeholdersectors
CRM,Contacts,CRM,contact,preferredcontactmethodcodename
CRM,Contacts,CRM,contact,preferredsystemuseridname
CRM,Contacts,CRM,contact,salutation
CRM,Contacts,CRM,contact,suffix
CRM,Contacts,CRM,contact,telephone1
CRM,Contacts,CRM,contact,telephone2
CRM,Contacts,CRM,contact,telephone3
CRM,Contacts,CRM,contact,ownerid
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,%Dim_Programme_Schedule_Variation_Key
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Id
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Agreement Variation Number
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Approved Date
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Created Date
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Executed Date
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Variation New Program Schedule Completion Date
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Number
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Status
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Type
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Created By
GPS,Program Schedule Variation,GPS,Dim_Programme_Schedule_Variation,Program Schedule Variation Summary
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_name
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_opportunityid
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_opportunityidname
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_opportunitypotentialriskid
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_riskmanagementstrategy
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_risktypename
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_typesofrisk
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,pmc_viablepostfunding
FUSION,Opportunity Potential Risk,FUSION,pmc_opportunitypotentialrisk,statuscodename
GPS,Grant Activity Missing Milestone Derived History - Old,GPS,Grant Activity Missing Milestone - Old,Milestone Id
GPS,Grant Activity Missing Milestone Derived History - Old,GPS,Grant Activity Missing Milestone - Old,Milestone Expected Due Date
GPS,Grant Activity Missing Milestone Derived History - Old,GPS,Grant Activity Missing Milestone - Old,Milestone Completion Date
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,ID
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Calendar Year
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Domain
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Student Grade Level
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,National Average NAPLAN Score
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 1 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 2 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 3 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 4 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 5 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 6 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 7 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 8 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 9 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Band 10 Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Participation Rate
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Assessed Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Exempt Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Absent Percentage
ACARA,NAPLAN Result National,ACARA,NAPLANResult_National,Withdrawn Percentage
GPS,Program Schedule Variation,GPS,Fact_Programme_Schedule_Variation,%Dim_Programme_Schedule_Variation_Key
GPS,Program Schedule Variation,GPS,Fact_Programme_Schedule_Variation,%Dim_Programme_Schedule_Key
ESS,CDP Region,ESS,LOOKUP_RJCP_REGIONS,RJCP_REGION
ESS,CDP Region,ESS,LOOKUP_RJCP_REGIONS,RJCP_REGION_NUMBER
ESS,CDP Region,ESS,LOOKUP_RJCP_REGIONS,RJCP_STATE_TERRITORY
ASGS,ILOC 2021 - NIAA Region 2024,ASGS,ILOC_2021_NIAA_Region_2024,ILOC_Code_2021
ASGS,ILOC 2021 - NIAA Region 2024,ASGS,ILOC_2021_NIAA_Region_2024,Indigenous_Location
ASGS,ILOC 2021 - NIAA Region 2024,ASGS,ILOC_2021_NIAA_Region_2024,NIAA_Region_Code
ASGS,ILOC 2021 - NIAA Region 2024,ASGS,ILOC_2021_NIAA_Region_2024,NIAA_Region_Name
ASGS,ILOC 2021 - NIAA Region 2024,ASGS,ILOC_2021_NIAA_Region_2024,NIAA_Subregion_Code
ASGS,ILOC 2021 - NIAA Region 2024,ASGS,ILOC_2021_NIAA_Region_2024,NIAA_Subregion_Name
FUSION,Fusion Location,abs,SA1,SA1_MAIN
abs,STATE,abs,SA1,STE_CODE
abs,STATE,abs,SA1,STE_NAME
FUSION,Fusion Location,abs,SA1,AREASQKM
FUSION,Fusion Location,abs,SA1,Polygon
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_financialyearid
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_financialyearidname
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_fundingrecommendedexgst
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_fundingrequestedexgst
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_name
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_opportunityid
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_opportunityidname
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,pmc_opportunityprogrammefundingid
FUSION,Opportunity Programme Funding,FUSION,pmc_opportunityprogrammefunding,statuscodename
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,ID
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Calendar Year
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,ACARA_SML_ID
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Domain
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Student Grade Level
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Average NAPLAN Score
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Average Lower Margin
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Average Upper Margin
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 1 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 2 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 3 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 4 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 5 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 6 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 7 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 8 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 9 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Similar Schools Band 10 Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Participation Rate
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Assessed Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Exempt Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Absent Percentage
ACARA,NAPLAN Result Similar School,ACARA,NAPLANResult_SimilarSchool,Withdrawn Percentage
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation_Bank_Account_Id
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account Description
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account End Date
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account Name
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account Number
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account Sequence Number
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account Status
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation BSB Number
GPS,Organisation Bank Account,GPS,Dim_Organisation_Bank_Account,Organisation Bank Account Financial Institution
pmc,POSTAL_TO_PMCREG,abs,SA1_TO_ALL,SA1_MAINCODE
pmc,POSTAL_TO_PMCREG,abs,SA1_TO_ALL,POA_CODE
CRM,Interaction Party,CRM,email,activityid
CRM,Interaction,CRM,email,activityid
CRM,Interaction,CRM,email,regardingobjectid
CRM,Interaction,CRM,email,subject
CRM,Interaction,CRM,email,ownerid
CRM,Interaction,CRM,email,createdon
CRM,Interaction,CRM,email,createdby
CRM,Interaction,CRM,email,modifiedon
CRM,Interaction,CRM,email,statecodename
CRM,Interaction,CRM,email,statuscodename
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,EFFECTIVE_START_DATE
ESS,For NLP CDP Job Plan Assistance,ESS,SUB854_JOB_PLAN_NIAA,EFFECTIVE_START_DATE
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,EFFECTIVE_END_DATE
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,For NLP CDP Job Plan Assistance,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,For NLP CDP Barrier,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Job Plan Assistance,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Job Plan Activity,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Barrier Job Plan Activity Link,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Barrier Job Plan Assistance Link,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Barrier,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Job Plan Activity Detail,ESS,SUB854_JOB_PLAN_NIAA,JobPlanID
ESS,CDP Job Plan Activity Detail,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,CDP Barrier,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,CDP Barrier Job Plan Assistance Link,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,CDP Barrier Job Plan Activity Link,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,CDP Job Plan Activity,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,CDP Job Plan Assistance,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,For NLP CDP Barrier,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,Status
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,JobSeekerId
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,JobSeekerId
ESS,CDP Job Plan Assistance,ESS,SUB854_JOB_PLAN_NIAA,JobSeekerId
ESS,CDP Job Plan Activity Detail,ESS,SUB854_JOB_PLAN_NIAA,JobSeekerId
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,SignedDate
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,SignedDate
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,OrganisationCode
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,OrganisationCode
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,SiteCode
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,SiteCode
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,StatusDate
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,StatusDate
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,ContractType
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,ContractType
ESS,For NLP CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,GoalDescription
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,GoalDescription
ESS,CDP Job Plan,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,CDP Job Plan Assistance,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,CDP Job Plan Activity,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,For NLP CDP Barrier,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,CDP Barrier Job Plan Activity Link,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,CDP Barrier Job Plan Assistance Link,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,CDP Barrier,ESS,SUB854_JOB_PLAN_NIAA,IsActive
ESS,CDP Job Plan Activity Detail,ESS,SUB854_JOB_PLAN_NIAA,IsActive
FUSION,System User,FUSION,SystemUser,accessmodename
FUSION,System User,FUSION,SystemUser,address1_addressid
FUSION,System User,FUSION,SystemUser,address1_addresstypecodename
FUSION,System User,FUSION,SystemUser,address1_city
FUSION,System User,FUSION,SystemUser,address1_composite
FUSION,System User,FUSION,SystemUser,address1_country
FUSION,System User,FUSION,SystemUser,address1_county
FUSION,System User,FUSION,SystemUser,address1_fax
FUSION,System User,FUSION,SystemUser,address1_latitude
FUSION,System User,FUSION,SystemUser,address1_line1
FUSION,System User,FUSION,SystemUser,address1_line2
FUSION,System User,FUSION,SystemUser,address1_line3
FUSION,System User,FUSION,SystemUser,address1_longitude
FUSION,System User,FUSION,SystemUser,address1_name
FUSION,System User,FUSION,SystemUser,address1_postalcode
FUSION,System User,FUSION,SystemUser,address1_postofficebox
FUSION,System User,FUSION,SystemUser,address1_shippingmethodcodename
FUSION,System User,FUSION,SystemUser,address1_stateorprovince
FUSION,System User,FUSION,SystemUser,address1_telephone1
FUSION,System User,FUSION,SystemUser,address1_telephone2
FUSION,System User,FUSION,SystemUser,address1_telephone3
FUSION,System User,FUSION,SystemUser,applicationid
FUSION,System User,FUSION,SystemUser,applicationiduri
FUSION,System User,FUSION,SystemUser,azureactivedirectoryobjectid
FUSION,System User,FUSION,SystemUser,azuredeletedon
FUSION,System User,FUSION,SystemUser,azurestatename
FUSION,System User,FUSION,SystemUser,businessunitid
FUSION,System User,FUSION,SystemUser,businessunitidname
FUSION,System User,FUSION,SystemUser,calendarid
FUSION,System User,FUSION,SystemUser,caltypename
FUSION,System User,FUSION,SystemUser,defaultfilterspopulated
FUSION,System User,FUSION,SystemUser,defaultmailbox
FUSION,System User,FUSION,SystemUser,defaultmailboxname
FUSION,System User,FUSION,SystemUser,defaultodbfoldername
FUSION,System User,FUSION,SystemUser,deletedstatename
FUSION,System User,FUSION,SystemUser,disabledreason
FUSION,System User,FUSION,SystemUser,displayinserviceviewsname
FUSION,System User,FUSION,SystemUser,domainname
FUSION,System User,FUSION,SystemUser,emailrouteraccessapprovalname
FUSION,System User,FUSION,SystemUser,employeeid
FUSION,System User,FUSION,SystemUser,entityimageid
FUSION,System User,FUSION,SystemUser,firstname
FUSION,System User,FUSION,SystemUser,fullname
FUSION,Funding Decision Audit,FUSION,SystemUser,fullname
FUSION,Planned Investment,FUSION,SystemUser,fullname
FUSION,System User,FUSION,SystemUser,governmentid
FUSION,System User,FUSION,SystemUser,homephone
FUSION,System User,FUSION,SystemUser,identityid
FUSION,System User,FUSION,SystemUser,incomingemaildeliverymethodname
FUSION,System User,FUSION,SystemUser,internalemailaddress
FUSION,Planned Investment,FUSION,SystemUser,internalemailaddress
FUSION,System User,FUSION,SystemUser,invitestatuscode
FUSION,System User,FUSION,SystemUser,invitestatuscodename
FUSION,System User,FUSION,SystemUser,isactivedirectoryuser
FUSION,System User,FUSION,SystemUser,isdisabledname
FUSION,System User,FUSION,SystemUser,isemailaddressapprovedbyo365admin
FUSION,System User,FUSION,SystemUser,isintegrationusername
FUSION,System User,FUSION,SystemUser,islicensedname
FUSION,System User,FUSION,SystemUser,issyncwithdirectory
FUSION,System User,FUSION,SystemUser,jobtitle
FUSION,System User,FUSION,SystemUser,lastname
FUSION,System User,FUSION,SystemUser,latestupdatetime
FUSION,System User,FUSION,SystemUser,middlename
FUSION,System User,FUSION,SystemUser,mobilealertemail
FUSION,System User,FUSION,SystemUser,mobileofflineprofileid
FUSION,System User,FUSION,SystemUser,mobileofflineprofileidname
FUSION,System User,FUSION,SystemUser,mobilephone
FUSION,System User,FUSION,SystemUser,msdyn_botdescription
FUSION,System User,FUSION,SystemUser,msdyn_botendpoint
FUSION,System User,FUSION,SystemUser,msdyn_botsecretkeys
FUSION,System User,FUSION,SystemUser,msdyn_capacity
FUSION,System User,FUSION,SystemUser,msdyn_defaultpresenceiduser
FUSION,System User,FUSION,SystemUser,msdyn_defaultpresenceidusername
FUSION,System User,FUSION,SystemUser,msdyn_gdproptoutname
FUSION,System User,FUSION,SystemUser,msdyn_gridwrappercontrolfield
FUSION,System User,FUSION,SystemUser,msdyn_isexpertenabledforswarmname
FUSION,System User,FUSION,SystemUser,msdyn_usertypename
FUSION,System User,FUSION,SystemUser,nickname
FUSION,System User,FUSION,SystemUser,organizationid
FUSION,System User,FUSION,SystemUser,organizationidname
FUSION,System User,FUSION,SystemUser,outgoingemaildeliverymethodname
FUSION,System User,FUSION,SystemUser,parentsystemuserid
FUSION,System User,FUSION,SystemUser,parentsystemuseridname
FUSION,System User,FUSION,SystemUser,passporthi
FUSION,System User,FUSION,SystemUser,passportlo
FUSION,System User,FUSION,SystemUser,personalemailaddress
FUSION,System User,FUSION,SystemUser,photourl
FUSION,System User,FUSION,SystemUser,pmc_branch
FUSION,System User,FUSION,SystemUser,pmc_branchname
FUSION,System User,FUSION,SystemUser,pmc_division
FUSION,System User,FUSION,SystemUser,pmc_divisionname
FUSION,System User,FUSION,SystemUser,pmc_group
FUSION,System User,FUSION,SystemUser,pmc_groupname
FUSION,System User,FUSION,SystemUser,pmc_positionlevel
FUSION,System User,FUSION,SystemUser,pmc_positionlevelname
FUSION,System User,FUSION,SystemUser,pmc_section
FUSION,System User,FUSION,SystemUser,pmc_sectionname
FUSION,System User,FUSION,SystemUser,positionid
FUSION,System User,FUSION,SystemUser,positionidname
FUSION,System User,FUSION,SystemUser,preferredaddresscodename
FUSION,System User,FUSION,SystemUser,preferredemailcodename
FUSION,System User,FUSION,SystemUser,preferredphonecodename
